Time,Open,High,Low,Last,Change,Volume,"Open Int",IV,Delta,Gamma,Theta,Vega,Rho,Theo,Price,Strike
11/23/2021,32.45,32.85,30.55,32.85,0.58,70,20412,19.66%,0.79288231745409,0.0078124535557241,-0.080748352906917,0.53406874771586,0.3937857146395,32.08504120356,468.19,440
11/22/2021,34.65,37.22,32.27,32.27,-1.41,482,20728,20.69%,0.77492613408307,0.0077124459554592,-0.089383924394208,0.56517246492022,0.4051521132324,32.269999999967,467.57,440
11/19/2021,34.25,34.5,33.3,33.68,-0.090000000000003,194,20620,20.89%,0.77795507273014,0.0073776779687109,-0.087537507507506,0.57599701287173,0.42287048973577,33.680036388105,468.89,440
11/18/2021,32,33.96,32,33.77,1.05,14,20618,19.79%,0.7942687972001,0.0074009674253306,-0.077591919834807,0.55558812894449,0.42609122156515,33.770020280024,469.73,440
11/17/2021,32.92,33,32.3,32.72,-1.85,52,20603,20.00%,0.77816470905607,0.0076093138337199,-0.081505093298517,0.58337566416317,0.42995976616093,32.719999999792,468.14,440
11/16/2021,32.6,34.6,32.44,34.57,2.41,164,20520,19.48%,0.7908268009783,0.0074834484239414,-0.07573827113862,0.56917618805419,0.4381395684779,33.395040518959,469.28,440
11/15/2021,32.68,32.71,31.94,32.16,0.46,58,20495,19.72%,0.77235234461235,0.0077271506732125,-0.080045664631393,0.60010219053343,0.44078032246375,32.160040038125,467.43,440
11/12/2021,29.91,32.04,29.91,31.7,1.7,18,20491,19.82%,0.76526843738356,0.0076485631244126,-0.080054076047276,0.62387177840147,0.460330606226,32.340035762611,467.27,440
11/11/2021,30.18,30.5,30,30,-0.27,18,20495,19.83%,0.73567108303607,0.0081333620769715,-0.084757065497498,0.66493381293791,0.45979735811367,29.805037931122,463.77,440
11/10/2021,31.5,32.34,29.15,30.27,-2.12,194,20496,20.11%,0.73066202093306,0.0080439494299741,-0.086231439278735,0.67579096168949,0.46333998238168,29.960052268745,463.62,440
11/09/2021,34.44,34.64,32.05,32.39,-1.71,44,20501,19.40%,0.76615821397229,0.0076403064433664,-0.076184959616781,0.63562921525147,0.47717945417247,32.390059690654,467.38,440
11/08/2021,34.85,34.85,33.58,34.1,0.48,82,20432,20.09%,0.76938324721265,0.0072451434480558,-0.078211027433178,0.63707436953396,0.48467543223296,34.100062332745,468.93,440
11/05/2021,34.2,35.13,33.15,33.62,1.87,405,20644,18.84%,0.77543934763093,0.0074800729352311,-0.069971540041204,0.63924371314162,0.50379049909566,33.215055086215,468.53,440
11/04/2021,30.51,32,30.39,31.75,1.56,315,20615,18.41%,0.76632432966878,0.0078060730864239,-0.069152011907483,0.6556619281216,0.50612685988938,31.750049951899,466.91,440
11/03/2021,27.49,30.33,27.49,30.19,2.33,223,20615,18.45%,0.74675185751067,0.0081097501968947,-0.07198990204545,0.68632981350769,0.50652585663613,30.190038418896,464.72,440
11/02/2021,27.14,28.36,27.14,27.86,0.86,105,20803,18.28%,0.72328375932186,0.0085512392100141,-0.074068156598051,0.71877979887076,0.50761155456769,28.069999999994,461.9,440
11/01/2021,27.45,27.55,26.2,27,0.55,169,20803,18.52%,0.70379717988694,0.0086888531055412,-0.077244870445814,0.74438256088745,0.5056727069667,27.000040977322,460.04,440
10/29/2021,24.5,26.71,24.5,26.45,0.85,2044,22612,18.70%,0.69235099337029,0.011236795277452,-0.07784738404803,0.76964661007144,0.51655248404595,26.809999999985,459.25,440
10/28/2021,24.85,25.7,24.69,25.6,2.74,136,22590,17.87%,0.68981795753051,0.0090086531650381,-0.073687770605137,0.7754609320724,0.52190793790411,25.599999999876,458.32,440
10/27/2021,23.85,24.62,22.86,22.86,-1.16,2114,24134,18.33%,0.64543680960742,0.0092813589913429,-0.079538845254837,0.81533589605533,0.50120064661504,23.125030572513,453.94,440
10/26/2021,24.36,25.86,24.02,24.02,0.73,377,24289,17.71%,0.66744634883879,0.0092907251042965,-0.074175217860422,0.80385080754544,0.52274664277263,24.020040014295,455.96,440
10/25/2021,22.77,23.81,21.85,23.29,1.19,703,24332,17.41%,0.66489397384822,0.009437378190179,-0.072448630903388,0.81013474962098,0.52727257866536,23.570001083255,455.55,440
10/22/2021,22.11,22.84,21.18,22.1,-0.19,1078,23423,17.19%,0.64091341403548,0.0096924047477593,-0.072015585059466,0.84078236090072,0.52806133924814,22.020007538251,453.12,440
10/21/2021,21.42,22.29,20.94,22.29,0.83,225,23413,17.07%,0.64546857141295,0.0096553532503019,-0.070666252491375,0.8423709808941,0.53674449311814,22.289999999987,453.59,440
10/20/2021,20.7,21.65,20.65,21.46,0.84,373,23299,16.71%,0.63535912205809,0.0099342811484867,-0.06918276986415,0.85305874266122,0.53595854119237,21.290033726218,452.41,440
10/19/2021,19.27,20.62,19.01,20.62,2.46,435,23215,17.13%,0.61490198763071,0.0098343425060852,-0.071982840947657,0.86930148943066,0.52616571929083,20.620038535079,450.64,440
10/18/2021,16.6,18.42,16.33,18.16,0.61,451,23184,16.72%,0.58095172767438,0.010314791938464,-0.07111798280908,0.8867861658488,0.50812314533744,18.265064065974,447.19,440
10/15/2021,16.71,17.6,16.25,17.55,2.04,964,23110,16.54%,0.56653556216606,0.010365955476588,-0.06947213937567,0.90429887021142,0.51353926231457,17.550053055694,445.87,440
10/14/2021,13.64,15.56,13.52,15.51,3.77,2707,22659,16.33%,0.53062267234583,0.01063710258654,-0.068658150426418,0.91280239389825,0.49463894882251,15.564999999986,442.5,440
10/13/2021,11.83,12.02,10.56,11.74,0.59,286,22659,16.00%,0.45039117717876,0.010915025095341,-0.066210896657992,0.89869725931226,0.43092286983182,11.740079140719,435.18,440
10/12/2021,12.56,13,11.12,11.15,-1.25,355,22457,16.04%,0.43380183031334,0.010801042831777,-0.065516882599984,0.89465119800041,0.42074569561734,11.150060829048,433.62,440
10/11/2021,14.02,15.26,12.4,12.4,-1.75,620,22457,16.82%,0.44983538703851,0.01028189383343,-0.069079829531844,0.90657349934167,0.43872797639288,12.400077876145,434.69,440
10/08/2021,15,15.2,14.08,14.15,-1.01,404,22454,16.89%,0.48315181144215,0.010096829967745,-0.068942009948257,0.93265683233491,0.4817556586989,14.14999999994,437.86,440
10/07/2021,15.15,17,14.95,15.16,1.51,901,22305,17.48%,0.49270350593002,0.0096969179532179,-0.071225549354057,0.93937401925362,0.49441196914302,15.160087694027,438.66,440
10/06/2021,11.06,13.65,10.8,13.65,0.99,661,22263,17.61%,0.45684209073275,0.0096085238974123,-0.070728805111287,0.93059182750691,0.46306696011023,13.555088634759,434.9,440
10/05/2021,11.6,13.68,11.35,12.66,1.45,717,22263,17.44%,0.43876669846217,0.0096340706041114,-0.069078625770987,0.92568493149928,0.45087065858596,12.660063284446,433.1,440
10/04/2021,12.96,13.07,10.35,11.21,-2.31,1227,23148,17.81%,0.39958600312525,0.0092894449749834,-0.068635082983328,0.90197508976614,0.41379684878606,11.21004377673,428.64,440
10/01/2021,12.01,14.36,10.6,13.52,1.93,358,23063,17.58%,0.45157619234238,0.0094079357943588,-0.068660662802295,0.94909089825286,0.47839069305944,13.570054341339,434.24,440
09/30/2021,15,15,11.59,11.59,-3.06,789,22783,17.71%,0.40535078832113,0.0091997258139339,-0.067172091206375,0.92273135915582,0.43480019318309,11.59004146255,429.14,440
09/29/2021,14.52,15.4,14.25,14.65,0.35,233,22785,18.45%,0.45807800465662,0.0088887079998769,-0.071824031125018,0.95983270938955,0.49338558438805,14.650088801175,434.45,440
09/28/2021,16.65,16.74,14,14.3,-3.63,329,22681,18.51%,0.44939507859364,0.008825601524135,-0.0702573320791,0.95931664403521,0.48606038172139,14.300054231927,433.72,440
09/27/2021,18.33,18.54,17.93,17.93,-1.01,41,22681,17.81%,0.52820825713296,0.0090265331012666,-0.067781355920342,0.98665311564626,0.55792033926139,18.039999999996,442.64,440
09/24/2021,18.08,19.3,18.08,18.94,0.19,167,22691,17.57%,0.54207932685236,0.0089654898941739,-0.067179848566469,1.0000954747153,0.59206058781551,18.87007874645,443.91,440
09/23/2021,17.24,19.85,17.24,18.75,2.32,1164,23147,17.92%,0.53509288403119,0.0087762495178206,-0.068324857482871,1.0049493850876,0.59717304109104,18.889999999999,443.18,440
09/22/2021,16.02,17.53,15.23,16.43,1.23,237,23074,18.18%,0.48834155704702,0.0087420893205075,-0.068919272719499,1.0011679489125,0.55505562753429,16.48009831915,437.86,440
09/21/2021,16.69,17.25,15.2,15.2,-0.5,1486,22940,18.49%,0.45312484559105,0.0085797529645301,-0.069233751099633,0.98955383605791,0.52067693578906,14.880070484429,433.63,440
09/20/2021,16.23,16.8,14.32,15.7,-3.13,1173,22610,18.98%,0.45927598663372,0.0083292624868736,-0.071123485930593,0.99621250149114,0.5305720403026,15.635069386368,434.04,440
09/17/2021,20.47,20.47,18.83,18.83,-2.4,678,22610,18.14%,0.51993096587493,0.0085994350412107,-0.067754005881185,1.0285469424415,0.61004686857657,18.615,441.4,440
09/16/2021,20.56,21.55,20.04,21.23,-0.41,413,22920,17.31%,0.57029219549547,0.0086638014626558,-0.063451041802627,1.0297616867609,0.6608576756939,20.970067615876,447.17,440
09/15/2021,19.82,21.71,19.6,21.64,1.89,1037,23246,17.51%,0.57572816943404,0.0084962091296254,-0.063782973306614,1.032369864397,0.66713953561504,21.640067629357,447.88,440
09/14/2021,22,22,19.45,19.75,-1.39,323,23391,17.68%,0.5435972534,0.0085432826542711,-0.064974713856345,1.0415205285249,0.64597618395131,19.825062763298,444.17,440
09/13/2021,22.62,22.62,20.21,21.14,-0.16,434,23158,17.99%,0.56362718836097,0.0082698199420628,-0.065547497919137,1.0433924367028,0.66643656140286,21.535085866222,446.58,440
09/10/2021,23.63,23.79,21.24,21.3,-1.93,632,22995,18.18%,0.55349769526172,0.0081366595752809,-0.065703583544545,1.0568465960416,0.67104218715031,21.30008936525,445.44,440
09/09/2021,24.05,25.01,23.19,23.23,-0.85,473,22995,17.92%,0.58276584379728,0.0080626241974414,-0.063783280250044,1.054870098542,0.70442062316545,23.110093446729,448.98,440
09/08/2021,24.31,24.31,23.56,24.08,-0.46,609,23087,17.81%,0.5983810733521,0.0079789085206447,-0.06255586044072,1.0533206356701,0.72637194081793,24.19508106687,450.91,440
09/07/2021,24.46,25.13,24.13,24.54,-1.11,96,23017,17.77%,0.6025969106854,0.0079386435406215,-0.061961242341238,1.0554816241371,0.73667081457174,24.540058106315,451.46,440
09/03/2021,24.8,25.73,24.8,25.65,0.63,151,22984,17.37%,0.61564013009069,0.0079033325578811,-0.058905630459246,1.0642984369579,0.77364159256632,25.35009505437,453.08,440
09/02/2021,25.88,25.88,24.98,25.02,0.33,197,22984,17.35%,0.61632263186524,0.010700177426618,-0.05855084588957,1.067797427452,0.77984149626786,25.450078144206,453.19,440
09/01/2021,25.4,25.48,24.69,24.69,-0.47,52,22984,17.38%,0.60477669518546,0.007928859910556,-0.058910912064302,1.0774858611509,0.77210824445118,24.690067539254,451.8,440
08/31/2021,24.78,25.37,24.78,25.16,-0.34,28,22982,17.88%,0.60096228320073,0.0076979681907513,-0.060829024851691,1.0834990005053,0.77108014835403,25.160084744378,451.56,440
08/30/2021,24.26,25.87,24.25,25.5,1.61,140,22971,17.51%,0.60706364963859,0.0077926942362497,-0.05888499041953,1.0841408739,0.78415674735766,25.215057804621,452.23,440
08/27/2021,22.31,24,22.31,23.89,1.33,50,22968,17.23%,0.59136111926772,0.0079520540741514,-0.057671600778471,1.1019060852339,0.78201250417465,23.890090114659,450.25,440
08/26/2021,23.25,23.25,22.5,22.56,-0.79,29,22943,17.59%,0.55866803241348,0.0079483676330578,-0.059723749129878,1.1141495589104,0.75027418411366,22.065091667876,446.26,440
08/25/2021,23,23.5,22.8,23.35,0.31,47,22943,17.34%,0.58008282803564,0.0079196376525045,-0.058051672920296,1.1131482837411,0.7773195040528,23.350072254926,448.91,440
08/24/2021,22.98,23.28,22.9,23.04,0.45,33,22936,17.33%,0.57225400467145,0.0086291322096083,-0.057917027053733,1.1189831123702,0.77406710161654,22.840066300509,447.97,440
08/23/2021,21.67,22.92,21.6,22.59,1.88,208,22918,17.42%,0.56616246101519,0.0079102676758728,-0.05813847707153,1.1239573968632,0.77072092210528,22.590110190501,447.26,440
08/20/2021,19.46,20.71,19.46,20.71,1.61,248,22918,17.36%,0.53456065332906,0.0080012308312851,-0.057760689003363,1.1371918384142,0.7473960333589,20.554999999996,443.36,440
08/19/2021,17.62,19.66,17.55,19.1,0.2,1180,20685,17.97%,0.50737792599776,0.0077852764540687,-0.059829472279159,1.1370660641655,0.72453411473613,19.484999999995,439.86,440
08/18/2021,20.67,20.99,18.87,18.9,-1.8,1380,20685,17.70%,0.50159405047808,0.0078930048290827,-0.058661573660856,1.1392250228252,0.72167826939814,18.899940905535,439.18,440
08/17/2021,20.75,21.03,19.27,20.7,-1.7,1885,20445,16.90%,0.53990589951231,0.008121633400763,-0.055496414604336,1.148451251549,0.77063109997037,20.574999999996,444.04,440
08/16/2021,20.8,22.4,19.96,22.4,1.14,257,20445,17.03%,0.56342158651989,0.0079235630823419,-0.055437369615167,1.1501159185202,0.8027961841961,22.400078528163,446.97,440
08/13/2021,21.03,21.4,21.03,21.26,0.43,7,20445,16.41%,0.5552470094239,0.0081934393939267,-0.0527791879787,1.16173050901,0.8063953339151,21.260065869224,445.92,440
08/12/2021,20.11,21.01,20,20.83,0.43,203,20445,16.40%,0.54814027861537,0.0082091164540976,-0.05254038193244,1.166086470865,0.80315428192534,20.830084192246,445.11,440
08/11/2021,20.55,20.68,19.93,20.4,0.49,133,20445,16.60%,0.53716200476347,0.0081292950035662,-0.053229597226774,1.1697523823871,0.79123359633115,20.399999999999,443.78,440
08/10/2021,19.79,20.39,19.75,19.91,-0.09,168,20445,16.63%,0.52808569681672,0.0081204018377791,-0.05325630647471,1.1730413340742,0.78749799274173,19.909884178318,442.68,440
08/09/2021,19.72,20,19.55,20,0.1,26,20445,16.73%,0.523681322724,0.0080650074916804,-0.053436492494842,1.1760177752735,0.78519460503893,19.784999999998,442.13,440
08/06/2021,20,20.24,19.75,19.9,0.16,228,20445,16.54%,0.52633083845867,0.008079629058455,-0.052190318846835,1.1866544443754,0.79870171134644,19.899999999998,442.49,440
08/05/2021,19.1,19.78,19.1,19.74,0.95,141,20445,16.69%,0.52025790606723,0.0079993924735541,-0.052501243044793,1.1896334539751,0.79858891126605,19.739999999995,441.76,440
08/04/2021,19.08,19.31,18.55,18.79,-0.81,217,20418,16.90%,0.49855938442272,0.0079316933984642,-0.053090533578271,1.1876160191581,0.77125232351705,18.63499999999,438.98,440
08/03/2021,17.57,19.6,17.51,19.6,1.43,291,20229,16.66%,0.51529163948254,0.0079811230673945,-0.052071313036388,1.195665139304,0.80013959227188,19.494999999994,441.15,440
08/02/2021,19.5,19.64,18.12,18.17,-0.61,148,18512,17.13%,0.48841014189318,0.0077986232031602,-0.053462005466352,1.190324365207,0.76300739237922,18.330108121548,437.59,440
07/30/2021,18.58,19.32,18.23,18.78,-1.17,1658,18512,16.98%,0.49544239451513,0.0077832963859674,-0.052561759413753,1.2034809203784,0.78758889928328,18.780075198205,438.51,440
07/29/2021,19.55,20.3,19.53,19.95,0.97,357,18512,16.56%,0.51108154126356,0.0079244928677343,-0.05090867137534,1.2119671673509,0.81637945754665,19.379999999998,440.65,440
07/28/2021,18.96,19.52,18.5,18.98,-0.15,1118,17598,16.82%,0.49728623961771,0.0078102773286902,-0.05159489312736,1.2111517548547,0.80005425182605,18.830065063477,438.83,440
07/27/2021,19.2,19.49,18.08,19.13,-1,1432,17598,16.62%,0.49831060125178,0.0078802294459333,-0.050804526669807,1.2150838485605,0.80693924289221,18.734999999996,439.01,440
07/26/2021,19.21,20.13,19.21,20.13,0.73,261,17598,16.89%,0.51457521305295,0.0076927545591098,-0.05155142110455,1.2227875497795,0.83387262996837,20.129999999995,441.02,440
07/23/2021,17.75,19.51,17.5,19.4,2.72,2665,16558,16.63%,0.50553221465887,0.0077739189661133,-0.050138960959526,1.2306650086576,0.83369686052492,19.399999999982,439.94,440
07/22/2021,16.45,16.87,16.29,16.68,0.65,88,16560,16.50%,0.46994608490426,0.0078701731897542,-0.049272047849808,1.2187394312245,0.7818806160742,17.100095671412,435.46,440
07/21/2021,15.9,16.38,15.9,16.03,0.58,111,16547,16.31%,0.4619512451985,0.007942302504163,-0.04838961258155,1.2174453910276,0.77337804219961,16.495070752011,434.55,440
07/20/2021,12.81,15.68,12.81,15.45,3.09,94,16520,16.71%,0.436519050858,0.0077196960418097,-0.048905918876671,1.2017995271753,0.73996021961638,15.45009298456,431.06,440
07/19/2021,15,15,11.89,12.36,-2.84,183,16268,16.49%,0.38785292839742,0.0076898293653612,-0.046488769983982,1.1567321422293,0.66977921857614,12.730083850647,424.97,440
07/16/2021,17.08,17.08,15.17,15.2,-1.62,240,16268,16.12%,0.43606869552871,0.0079162371326846,-0.046564457967634,1.2149144735515,0.75193444519783,15.06506917072,431.34,440
07/15/2021,17.26,17.26,16.32,16.82,-0.91,152,16240,15.47%,0.47222591397607,0.0082289807347069,-0.044968149610986,1.2443538828772,0.81972044974066,16.535105835922,436.24,440
07/14/2021,18.1,18.15,17.14,17.73,0.43,88,16155,16.28%,0.47596493001525,0.0078036020844697,-0.047488252200991,1.2482943133149,0.8261960650439,17.590110445733,436.24,440
07/13/2021,17.45,18.2,17.17,17.3,-0.42,294,16234,16.25%,0.47087792724181,0.0077993390428233,-0.047213677070816,1.2486669636776,0.82149999514058,17.300077590622,435.59,440
07/12/2021,16.65,17.79,16.65,17.72,0.97,382,16326,15.99%,0.48139986938618,0.0078943428381631,-0.046302869465931,1.2580178184244,0.84565818561089,17.720104497066,437.08,440
07/09/2021,15.27,16.76,15.27,16.75,2,93,16326,15.70%,0.46795713267106,0.007989975469185,-0.044841405778743,1.2605800552264,0.83564484754106,16.750109776043,435.52,440
07/08/2021,14.52,15.19,13.87,14.75,-1.83,153,16223,15.72%,0.4315368725131,0.0079493524511774,-0.044145443595568,1.236433625617,0.77351773981604,14.750105994915,430.92,440
07/07/2021,16,16.6,15.18,16.58,1.98,565,15964,15.77%,0.46008007548868,0.0079188554024327,-0.044696398658636,1.2616966356779,0.82909609518585,16.434999999982,434.46,440
07/06/2021,15.41,15.41,14.28,14.6,-1,292,15714,15.26%,0.4449449684956,0.0081558392130633,-0.042756195592127,1.254905152337,0.80816043865894,15.145075275756,432.93,440
07/02/2021,14.19,15.7,14.19,15.6,1.73,1310,15030,15.11%,0.45084160120128,0.0081556385309636,-0.041875102885564,1.2720229665014,0.83563222954552,15.475118904385,433.72,440
07/01/2021,13.2,14.03,13.2,13.87,0.87,128,15000,14.95%,0.42292153597505,0.0081937666578508,-0.040729478862998,1.2515743320964,0.7878920289528,13.870067947709,430.43,440
06/30/2021,12.57,13,12.46,13,0.55,77,14991,15.00%,0.40416270594195,0.0080982262896655,-0.04029238956284,1.2350773360913,0.75849867468373,13.000090292436,428.06,440
06/29/2021,12.5,12.54,12.42,12.45,0.25,52,15037,14.97%,0.39613368978719,0.0080765816473218,-0.038667457501247,1.2287950295359,0.74123710739708,12.600070413557,427.7,440
06/28/2021,11.66,12.24,11.55,12.2,0.44,21,15089,14.69%,0.39168527576534,0.010495465112041,-0.037615722610385,1.2271164534446,0.73579893067333,12.200095098935,427.47,440
06/25/2021,11.42,11.81,11.31,11.76,0.64,59,15089,14.32%,0.38647892357274,0.010220021187404,-0.037197076114212,1.2307287196405,0.74551329785066,11.760067120116,426.61,440
06/24/2021,11,11.24,10.85,11.12,0.83,109,15129,14.24%,0.373142138411,0.0082790717847686,-0.036417432988453,1.2163000039922,0.72317518124976,11.120081176518,425.1,440
06/23/2021,10.71,10.71,10.26,10.29,-0.65,76,15157,14.11%,0.35130314414525,0.0082074579377252,-0.03520156689545,1.1879484270747,0.68821507396658,10.105036873206,422.6,440
06/22/2021,10.19,11.07,10.09,10.94,0.77,164,15101,14.33%,0.35842792981955,0.0081143369437074,-0.03594514804141,1.2006119057956,0.70437749336942,10.575092883427,423.11,440
06/21/2021,9.05,10.27,9.05,10.17,1.17,18,15208,14.90%,0.34747808440125,0.0083700022296264,-0.036846514708276,1.1841369995614,0.68604026859376,10.48507667067,420.86,440
06/18/2021,9.59,9.59,9,9,-1.45,311,15208,14.84%,0.30289897896446,0.0073850410830472,-0.034256453516058,1.1123217024982,0.6110899399836,8.6050122806054,414.92,440
